source_id,title,publisher,published_date,accessed_date,url,claim_supported,evidence_type,confidence,supporting_excerpt,limitations,notes
R33,"My Health, My Data! Washington State Enacts Broad Health Data Privacy Protection Law",Mintz (law firm client alert),2023-05-24,2026-07-07,https://www.mintz.com/insights-center/viewpoints/2146/2023-05-24-my-health-my-data-washington-state-enacts-broad-health,"Firm FAQ-style summary of MHMDA scope, effective dates, small-business threshold, consent/notice/deletion requirements",firm_commentary,medium,"The MHMDA goes into effect on March 31, 2024 for most regulated entities except 'small businesses,' which have until June 30, 2024 to comply","Firm commentary, not primary source, but accurately restates statutory requirements","Corroborates effective dates in R32"
R34,"Washington's My Health My Data Act Comes Into Force - What You Need to Know, and Do",Goodwin Procter LLP (firm client alert),2024-03-28,2026-07-07,https://www.goodwinlaw.com/en/insights/publications/2024/03/alerts-technology-hltc-my-health-my-data-act-mhmda,"Firm summary emphasizing advertising restrictions and consent/notice framework under MHMDA",firm_commentary,medium,"This framework imposes stringent notice and consent requirements as well as restrictions on certain forms of advertising that exceed the [federal baseline]","Firm commentary","Corroborates R32/R33"
R35,"HIPAA vs Washington MHMDA for Mental Health SaaS: Overlap and Exemption Mechanics",Terms.Law (attorney-authored legal blog),2026-05-19,2026-07-07,https://terms.law/washington-hipaa-vs-mhmda-mental-health-saas/,"Field-by-field (not entity-wide) analysis of where HIPAA does not reach but MHMDA does for mental health platforms: marketing pixels, pre-provider intake, self-guided modules",firm_commentary,medium,"Marketing pixels on the public-facing website. Conversion tracking on 'depression help' or 'find a therapist' landing pages is consumer health data, not PHI","Single attorney's blog/advisory commentary; author notes 'I review under California license...this is regulatory advisory work, not Washington representation' - explicitly not a formal legal opinion","Highly relevant framework for Legion's likely patient-acquisition funnel; treat as directional, not authoritative"
R36,"The Corporate Practice of Medicine 50-State Guide",Permit Health (company/vendor blog),2026-07-07,2026-07-07,https://www.permithealth.com/post/the-corporate-practice-of-medicine-50-state-guide,"State-by-state CPOM classification (lenient/moderate/strict) and general doctrine explanation",firm_commentary,low,"CPOM laws are regulations that prohibit standard corporations (or other non-physician entities) from practicing medicine or employing practicing physicians","Vendor/company blog, not a law firm or primary source; state classifications should be independently verified by counsel","Explicitly flagged in regulatory_notes.md as needing counsel verification before reliance"
R37,"Telehealth AI and the Corporate Practice of Medicine","NSU Law Review (NSUWorks, student/academic law review article)",2025-06-11,2026-07-07,https://nsuworks.nova.edu/cgi/viewcontent.cgi?article=2488&context=nlr%2F,"Academic analysis of CPOM doctrine history, state variation (18 lenient/17 moderate/16 strict), and AI/telehealth-specific practice-of-medicine questions",academic_commentary,medium,"States have divided almost evenly in terms of application of the CPOM Doctrine with eighteen (18) lenient states, seventeen (17) moderate, and seventeen (16) strict states","Law review article, secondary academic source, not primary law; state counts should be verified against current statutes","Cross-checked against R36; both are secondary sources with same general classification approach"
R38,"Oregon's New Corporate Practice of Medicine Restrictions: Five Takeaways for Digital Health and Telemedicine Companies",Foley & Lardner LLP (firm client alert),2025-06-17,2026-07-07,https://www.foley.com/p/102kfsh/oregons-new-corporate-practice-of-medicine-restrictions-five-takeaways-for-digi/,"Oregon SB 951 (signed June 9 2025): new MSO/PC restrictions, staggered effective dates through 2029",firm_commentary,medium,"the new law prohibits shareholders, directors, and officers of a PC from having ownership in, or being a director, officer, employee, or independent contractor of, an MSO with which the PC has a contract for management services","Firm commentary on a real, verifiable state statute (SB 951); effective dates and mechanics should be confirmed against Oregon statutory text directly","Illustrates trend of CPOM law tightening relevant to Section 5.1"
R39,"Understanding Confidentiality of Substance Use Disorder (SUD) Patient Records or 'Part 2'",HHS.gov,2026-02-12,2026-07-07,https://www.hhs.gov/hipaa/part-2/index.html,"42 CFR Part 2 scope, applicability to federally assisted programs, consent/TPO alignment with HIPAA, enforcement by OCR",regulation,high,"Part 2 rules apply to any federally assisted program that provides SUD diagnosis, treatment, or referral for treatment","Official HHS summary page of the regulation","Primary source for Section 5.3"
R40,"Fact Sheet 42 CFR Part 2 Final Rule",HHS.gov,2024-02-07,2026-07-07,https://www.hhs.gov/hipaa/for-professionals/regulatory-initiatives/fact-sheet-42-cfr-part-2-final-rule/index.html,"2024 final rule aligning Part 2 with HIPAA; retains strict prohibition on use of SUD records against patients in legal proceedings",regulation,high,"Patients' SUD treatment records cannot be used to investigate or prosecute the patient without written patient consent or a court order","Official HHS fact sheet on the final rule","Corroborated by Federal Register text (89 Fed. Reg. 12,472)"
R41,"Financial Conflict of Interest: HHS Guidance (2004)",HHS Office for Human Research Protections,2026-06-02,2026-07-07,https://www.hhs.gov/ohrp/regulations-and-policy/guidance/financial-conflict-of-interest/index.html,"Research-context guidance on disclosing financial conflicts of interest to research subjects during informed consent; used as closest analogue for sponsor-disclosure practices",sub-regulatory guidance,medium,"Including information in the informed consent document, such as...the source of funding and funding arrangements for the conduct and review of research","Written for human-subjects research under 45 CFR 46/21 CFR 56, not directly applicable to commercial sponsor-funded clinical care; used only as an analogue in Section 6","Explicitly flagged as an analogue, not directly controlling law, in regulatory_notes.md"
R42,"Ethics of undisclosed payments to doctors recruiting patients in clinical trials",PMC / BMJ (peer-reviewed article),2005-01-01,2026-07-07,https://pmc.ncbi.nlm.nih.gov/articles/PMC1123551/,"Ethics literature on patient expectations regarding disclosure of sponsor payments affecting their care/enrollment decisions",peer_reviewed_commentary,medium,"An even greater proportion (80%) believed that the patient had a right to know that their doctor would be paid for enrolling them","Ethics/opinion literature from a UK clinical-trial context, not US law and not specific to commercial sponsorship-of-care models","Used only as ethical-analogue support in Section 6, not as binding legal authority"
C49,"Cut to the core: Prescription app developer Pear Therapeutics files for bankruptcy, lays off staff",Fierce Biotech,2023-04-10,2026-07-07,https://www.fiercebiotech.com/medtech/cut-core-prescription-app-developer-pear-therapeutics-files-bankruptcy-lays-staff,"Pear Therapeutics Chapter 11 (April 2023); >90% layoffs; CEO attributes failure to payers denying coverage despite demonstrated clinical outcomes and prescriber adoption",verified_fact,high,"Payors have the ability to deny payment for therapies that are clinically necessary, effective, and cost-saving","CEO's own causal attribution is a company claim; the bankruptcy filing and layoffs are verified facts","Counterexample to 'employer/payer underwriting is proven' — coverage-density failure mode (comparable_notes.md §3d)"
C50,"Digital Therapeutics Trailblazer Pear Files For Bankruptcy, CEO Resigns",Behavioral Health Business,2023-04-07,2026-07-07,https://bhbusiness.com/2023/04/07/digital-therapeutics-trailblazer-pear-files-for-bankruptcy-ceo-resigns/,"Pear went public via ~$1.6B SPAC (2021); secured some state Medicaid and first commercial-payer coverage yet still failed on reimbursement density",third_party_estimate,medium,"While Pear made headway with several state Medicaid organizations, McCann cited payers' lack of coverage as one of the headwinds for the company","Fill/pay rates (~50% fill, ~41% pay on 2022 scripts) come from Pear annual report / Forbes, not this article — see comparable_notes.md §3d","Corroborates C49 bankruptcy narrative; coverage-density metric sourced separately (comparable_notes.md §3d)"
C51,"How Mindstrong's rushed 'smoke alarm' for mental illness drove its demise",STAT News,2023-02-28,2026-07-07,https://www.statnews.com/2023/02/28/mindstrong-mental-health-technology-prediction/,"Mindstrong raised ~$160M (General Catalyst, ARCH, Optum Ventures et al.), pivoted from digital biomarkers to payer-partnered virtual mental-health care, collapsed and stopped treating patients March 2023",verified_fact,high,"the company that trumpeted an innovative digital 'smoke alarm' has collapsed, after already scaling back its services to simple largely text-based therapy","Post-mortem journalism relying partly on former-employee accounts","VC-backed payer-partnered mental-health failure; verified real (comparable_notes.md §3d)"
C52,"Mental health provider SonderMind buys Mindstrong's tech assets",Fierce Healthcare,2023-03-08,2026-07-07,https://www.fiercehealthcare.com/health-tech/mental-health-provider-sondermind-buys-mindstrongs-tech-assets,"Mindstrong wind-down confirmed: 128 layoffs per California WARN notice, HQ closure, tech assets sold to SonderMind; had offered payer in-network virtual psychiatry/therapy",verified_fact,high,"SonderMind acknowledged that simultaneous to the acquisition of Mindstrong's technology and tech team, the rest of the company terminated its operations","Deal terms undisclosed","Corroborates C51 via WARN-notice facts (comparable_notes.md §3d)"
C53,"The fall of Babylon: Failed telehealth startup once valued at $2B goes bankrupt, sold for parts",TechCrunch,2023-08-31,2026-07-07,https://techcrunch.com/2023/08/31/the-fall-of-babylon-failed-tele-health-startup-once-valued-at-nearly-2b-goes-bankrupt-and-sold-for-parts/,"Babylon Health insolvency: US Chapter 7 (Aug 2023) + UK administration; collapse followed loss of major payer contracts including Centene non-renewal",verified_fact,high,"After the company's U.S. shares became worthless and its operation turned insolvent earlier this month... the U.K. subsidiary of the business formally went into administration","Single-outlet narrative; core insolvency facts corroborated by bankruptcy filings (C54)","AI-first care company with payer/value-based contracts — most structurally relevant Model-D-adjacent failure (comparable_notes.md §3d)"
C54,"Digital Health Company Babylon Files For Bankruptcy In U.S., Will Liquidate",Forbes,2023-08-15,2026-07-07,https://www.forbes.com/sites/katiejennings/2023/08/15/digital-health-company-babylon-files-for-bankruptcy-in-us-will-liquidate/,"Babylon Chapter 7 filings (Delaware, Aug 9 2023) for Babylon Inc. and Babylon Healthcare Inc.; liquidation not restructuring; ~$300M+ owed to AlbaCore; 2022: $221M loss on $1.1B revenue driven by capitated value-based contracts under-pricing actual care costs",verified_fact,high,"Babylon is seeking Chapter 7 relief, which means it plans to liquidate assets rather than attempt to restructure","Loss figures from company disclosures pre-bankruptcy","Documents the actuarial-risk-transfer failure mode of capitated underwriting (comparable_notes.md §3d)"
P01,"Health Insurance Coverage by State: 2023 and 2024 (ACS 1-year)",U.S. Census Bureau,2025-09,2026-07-09,https://www2.census.gov/library/publications/2025/demo/acsbr-024.pdf,"National uninsured rate 8.2% in 2024 (up from 7.9% in 2023); working-age adults 19-64 uninsured rate 11.3% in 2024; state-level uninsured rates",verified_fact,high,"According to the ACS, the national uninsured rate across all states and the District of Columbia was 8.2 percent in 2024","ACS point-in-time uninsured; civilian noninstitutionalized population only","Primary Census anchor for uninsured population sizing (data/uninsured_population_sizing.md §1)"
P02,"Health Insurance Coverage in the United States: 2024 (CPS ASEC)",U.S. Census Bureau,2025-09,2026-07-09,https://www2.census.gov/library/publications/2025/demo/p60-288.pdf,"Full-calendar-year uninsured rate 8.0% in 2024; 92.0% had coverage at some point during the year; working-age adult uninsured patterns by age",verified_fact,high,"In 2024, most people (92.0 percent) had health insurance coverage at some point during the calendar year (Table 1 and Figure 1). That means 8.0 percent of people were uninsured for the entire calendar year.","CPS measures uninsured all year, not point-in-time — higher bar than ACS/NHIS","Cross-check source; use ACS for TAM, CPS for full-year uninsured stress test (P04)"
P03,"Key Facts about the Uninsured Population",KFF,2026-06-16,2026-07-09,https://www.kff.org/uninsured/key-facts-about-the-uninsured-population/,"26.7M people ages 0-64 uninsured in 2024 (9.8% rate); adults 19-64 uninsured rate 11.3%; children under 19 rate 5.9%; 42% of uninsured under 65 in non-expansion states",verified_fact,high,"The total number of people ages 0-64 without health coverage increased by more than 1.3 million to 26.7 million in 2024, and the uninsured rate for the population under age 65 increased from 9.5% to 9.8%.","KFF analysis of ACS; Medicare-eligible 65+ excluded from under-65 counts","Under-65 uninsured anchor; derives ~22M working-age uninsured via residual (uninsured_population_sizing.md)"
P04,"Comparing Federal Government Surveys That Count the Uninsured: 2025",SHADAC,2026-03,2026-07-09,https://www.shadac.org/comparing-federal-government-surveys-count-uninsured-2025,"ACS 2024: 27.5M uninsured, 8.2% point-in-time; reconciles ACS/CPS/NHIS/BRFSS/MEPS national estimates and methodology differences",verified_fact,high,"ACS | 2024 | N/A | N/A | 27.5 | 8.2","Synthesis document; ACS count from SHADAC analysis of Census Table S2701","Use when explaining why surveys disagree; 27.5M = all-ages point-in-time (uninsured_population_sizing.md §1)"
P05,"Health insurance coverage: Early release of estimates from the National Health Interview Survey, 2024",CDC/NCHS,2025-06,2026-07-09,https://www.cdc.gov/nchs/data/nhis/earlyrelease/insur202506.pdf,"27.2M all ages uninsured at interview (8.2%); 23.1M adults 18-64 uninsured (11.6%) in 2024",verified_fact,high,"In 2024, 27.2 million people of all ages (8.2%) were uninsured at the time of interview... 23.1 million adults ages 18-64 (11.6%) were uninsured.","NHIS point-in-time; slightly different age bands than ACS 19-64","Cross-check for working-age uninsured count (~23M)"
P06,"NSDUH 2024 Detailed Tables Section 6 — Mental Illness by Insurance Status",SAMHSA,2024,2026-07-09,https://www.samhsa.gov/data/report/2024-nsduh-detailed-tables,"Uninsured adults 18+ with AMI: ~5.9M (2024); uninsured with SMI: ~1.6M; 24.7% of uninsured with AMI received MH treatment in past year",verified_fact,high,"No Coverage | 4,958b | 5,928 [thousands, adults 18+ with AMI by insurance status, Table 6.3A]","AMI/SMI are model-predicted not diagnosed; insurance categories non-mutually-exclusive; 2024 treatment questions not comparable to prior years","Psychiatry-relevant uninsured TAM anchor T2/T3/T4 (uninsured_population_sizing.md §2)"
P07,"NSDUH 2024 Detailed Tables Section 6.8B — AMI Prevalence Among Adults 18+",SAMHSA,2024,2026-07-09,https://www.samhsa.gov/data/report/2024-nsduh-detailed-tables,"23.4% of US adults 18+ had any mental illness in past year (2024); validates ~5.9M uninsured AMI as ~23% of ~23M uninsured adults",verified_fact,high,"TOTAL | 22.8 | 23.4 [percent with any mental illness, adults 18+, 2023 and 2024]","Prevalence model not clinical census","Cross-check for T2 uninsured AMI sizing"
P08,"ACS Table S2701 — Selected Characteristics of Health Insurance Coverage in the United States",U.S. Census Bureau,2024,2026-07-09,https://data.census.gov/table/ACSST1Y2024.S2701,"Machine-readable ACS 2024 1-year health insurance characteristics; underlying table for P01/P04 national and state uninsured rates",verified_fact,high,"Table ID: S2701; Survey: American Community Survey; Year: 2024; Estimates: 1-Year","Interactive table; requires query for specific cells","Primary data table behind P01 and P04 uninsured rates"
